Manufacturer,Type,Cost,Power
Fairchild_Semiconductor,Metal_Oxide,1.941,3.3
Fairchild_Semiconductor,Metal_Oxide,4.2,3.3
Fairchild_Semiconductor,Metal_Oxide,?,3.3
Fairchild_Semiconductor,Metal_Oxide,4.2,263
STMicroelectronics,Metal_Oxide,4.2,25
Fairchild_Semiconductor,Metal_Oxide,4.2,263
Fairchild_Semiconductor,Metal_Oxide,4.2,156
STMicroelectronics,Metal_Oxide,4.2,48
Fairchild_Semiconductor,Metal_Oxide,2.205,310
Fairchild_Semiconductor,Metal_Oxide,4.23,310
Fairchild_Semiconductor,Metal_Oxide,?,310
Fairchild_Semiconductor,Metal_Oxide,2.2047,255
Fairchild_Semiconductor,Metal_Oxide,4.23,255
Fairchild_Semiconductor,Metal_Oxide,?,255
Fairchild_Semiconductor,Metal_Oxide,1.97771,3.3
Fairchild_Semiconductor,Metal_Oxide,4.28,3.3
Fairchild_Semiconductor,Metal_Oxide,?,3.3
ON_Semiconductor,Metal_Oxide,4.28,3
Fairchild_Semiconductor,Metal_Oxide,1.995,208
Fairchild_Semiconductor,Metal_Oxide,4.32,208
Fairchild_Semiconductor,Metal_Oxide,?,208
Fairchild_Semiconductor,Metal_Oxide,4.32,403
Fairchild_Semiconductor,Metal_Oxide,2.25,214
Fairchild_Semiconductor,Metal_Oxide,4.32,214
Fairchild_Semiconductor,Metal_Oxide,?,214
STMicroelectronics,Metal_Oxide,2.17,85
STMicroelectronics,Metal_Oxide,4.34,85
STMicroelectronics,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,4.34,231
Fairchild_Semiconductor,Metal_Oxide,2.05179,357
Fairchild_Semiconductor,Metal_Oxide,4.44,357
Fairchild_Semiconductor,Metal_Oxide,?,357
Fairchild_Semiconductor,Metal_Oxide,4.48,245
Fairchild_Semiconductor,Metal_Oxide,4.48,214
Fairchild_Semiconductor,Metal_Oxide,4.54,39
STMicroelectronics,Metal_Oxide,4.57,41.7
Fairchild_Semiconductor,Metal_Oxide,2.4,283
Fairchild_Semiconductor,Metal_Oxide,4.61,283
Fairchild_Semiconductor,Metal_Oxide,?,283
STMicroelectronics,Metal_Oxide,4.62,250
Fairchild_Semiconductor,?,4.7,?
STMicroelectronics,Metal_Oxide,2.35,300
STMicroelectronics,Metal_Oxide,4.7,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,4.71,300
Fairchild_Semiconductor,Metal_Oxide,2.2203,300
Fairchild_Semiconductor,Metal_Oxide,4.81,300
Fairchild_Semiconductor,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,4.82,300
STMicroelectronics,Metal_Oxide,4.85,250
Infineon_Technologies,Metal_Oxide,4.88,208
Fairchild_Semiconductor,Metal_Oxide,2.55,246
Fairchild_Semiconductor,Metal_Oxide,4.9,246
Fairchild_Semiconductor,Metal_Oxide,?,246
STMicroelectronics,Metal_Oxide,4.96,190
STMicroelectronics,Metal_Oxide,4.99,130
STMicroelectronics,Metal_Oxide,5.01,30
Fairchild_Semiconductor,Metal_Oxide,5.01,208
Fairchild_Semiconductor,Metal_Oxide,5.02,278
STMicroelectronics,Metal_Oxide,2.52,300
STMicroelectronics,Metal_Oxide,5.04,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,2.57,300
STMicroelectronics,Metal_Oxide,5.15,300
STMicroelectronics,Metal_Oxide,?,300
STMicroelectronics,Metal_Oxide,5.18,150
Fairchild_Semiconductor,Metal_Oxide,5.19,62.5
Fairchild_Semiconductor,Metal_Oxide,5.19,240
Fairchild_Semiconductor,Metal_Oxide,2.40597,429
Fairchild_Semiconductor,Metal_Oxide,5.21,429
Fairchild_Semiconductor,Metal_Oxide,?,429
STMicroelectronics,Metal_Oxide,5.22,300
STMicroelectronics,Metal_Oxide,5.23,63
Fairchild_Semiconductor,Metal_Oxide,5.24,227
STMicroelectronics,Metal_Oxide,5.25,250
STMicroelectronics,Metal_Oxide,5.28,250
Fairchild_Semiconductor,Metal_Oxide,2.7519,333
Fairchild_Semiconductor,Metal_Oxide,5.28,333
Fairchild_Semiconductor,Metal_Oxide,?,333
STMicroelectronics,Metal_Oxide,5.32,300
STMicroelectronics,Metal_Oxide,5.32,130
STMicroelectronics,Metal_Oxide,5.32,35
Fairchild_Semiconductor,Metal_Oxide,2.47207,429
Fairchild_Semiconductor,Metal_Oxide,5.35,429
Fairchild_Semiconductor,Metal_Oxide,?,429
Fairchild_Semiconductor,Metal_Oxide,5.35,298
Fairchild_Semiconductor,Metal_Oxide,2.78565,405
Fairchild_Semiconductor,Metal_Oxide,5.35,405
Fairchild_Semiconductor,Metal_Oxide,?,405
STMicroelectronics,Metal_Oxide,5.39,30
Fairchild_Semiconductor,Metal_Oxide,5.42,300
Fairchild_Semiconductor,Metal_Oxide,2.8314,333
Fairchild_Semiconductor,Metal_Oxide,5.44,333
Fairchild_Semiconductor,Metal_Oxide,?,333
STMicroelectronics,Metal_Oxide,2.59001,2.8
STMicroelectronics,Metal_Oxide,5.46,2.8
STMicroelectronics,Metal_Oxide,?,2.8
STMicroelectronics,Metal_Oxide,2.59001,57
STMicroelectronics,Metal_Oxide,5.46,57
STMicroelectronics,Metal_Oxide,?,57
Fairchild_Semiconductor,Metal_Oxide,5.46,333
STMicroelectronics,Metal_Oxide,2.76001,190
STMicroelectronics,Metal_Oxide,5.52,190
STMicroelectronics,Metal_Oxide,?,190
STMicroelectronics,Metal_Oxide,2.79,130
STMicroelectronics,Metal_Oxide,5.57,130
STMicroelectronics,Metal_Oxide,?,130
STMicroelectronics,Metal_Oxide,5.57,30
STMicroelectronics,Metal_Oxide,2.66,110
STMicroelectronics,Metal_Oxide,5.6,110
STMicroelectronics,Metal_Oxide,?,110
STMicroelectronics,Metal_Oxide,5.64,315
Fairchild_Semiconductor,Metal_Oxide,5.85,357
STMicroelectronics,Metal_Oxide,5.88,130
STMicroelectronics,Metal_Oxide,5.91,300
Vishay_Siliconix,Metal_Oxide,5.96,250
Fairchild_Semiconductor,Metal_Oxide,2.76866,500
Fairchild_Semiconductor,Metal_Oxide,6,500
Fairchild_Semiconductor,Metal_Oxide,?,500
ON_Semiconductor,Metal_Oxide,2.91914,3.4
ON_Semiconductor,Metal_Oxide,6.01,3.4
ON_Semiconductor,Metal_Oxide,?,3.4
Fairchild_Semiconductor,Metal_Oxide,3.16515,341
Fairchild_Semiconductor,Metal_Oxide,6.08,341
Fairchild_Semiconductor,Metal_Oxide,?,341
Fairchild_Semiconductor,Metal_Oxide,6.16,63
STMicroelectronics,Metal_Oxide,6.2,190
Fairchild_Semiconductor,Metal_Oxide,6.25,?
Fairchild_Semiconductor,Metal_Oxide,2.89076,357
Fairchild_Semiconductor,Metal_Oxide,6.26,357
Fairchild_Semiconductor,Metal_Oxide,?,357
Fairchild_Semiconductor,Metal_Oxide,6.27,278
STMicroelectronics,Metal_Oxide,6.28,35
Fairchild_Semiconductor,Metal_Oxide,3.094,212
Fairchild_Semiconductor,Metal_Oxide,6.36,212
Fairchild_Semiconductor,Metal_Oxide,?,212
Fairchild_Semiconductor,Metal_Oxide,6.38,298
STMicroelectronics,Metal_Oxide,6.41,190
Fairchild_Semiconductor,Metal_Oxide,6.47,357
STMicroelectronics,Metal_Oxide,3.38,2.8
STMicroelectronics,Metal_Oxide,6.5,2.8
STMicroelectronics,Metal_Oxide,?,2.8
Fairchild_Semiconductor,Metal_Oxide,6.52,500
Fairchild_Semiconductor,Metal_Oxide,6.66,375
Fairchild_Semiconductor,Metal_Oxide,6.73,357
Fairchild_Semiconductor,Metal_Oxide,6.78,216
Fairchild_Semiconductor,Metal_Oxide,6.78,216
Fairchild_Semiconductor,Metal_Oxide,3.43226,429
Fairchild_Semiconductor,Metal_Oxide,6.81,429
Fairchild_Semiconductor,Metal_Oxide,?,429
Fairchild_Semiconductor,Metal_Oxide,6.84,500
Fairchild_Semiconductor,Metal_Oxide,3.16527,429
Fairchild_Semiconductor,Metal_Oxide,6.85,429
Fairchild_Semiconductor,Metal_Oxide,?,429
STMicroelectronics,Metal_Oxide,6.87,57
Fairchild_Semiconductor,Metal_Oxide,6.92,357
Fairchild_Semiconductor,Metal_Oxide,3.20823,500
Fairchild_Semiconductor,Metal_Oxide,6.95,500
Fairchild_Semiconductor,Metal_Oxide,?,500
STMicroelectronics,Metal_Oxide,6.95,350
STMicroelectronics,Metal_Oxide,6.95,57
STMicroelectronics,Metal_Oxide,6.98,190
STMicroelectronics,Metal_Oxide,7,35
STMicroelectronics,Metal_Oxide,3.77999,190
STMicroelectronics,Metal_Oxide,7,190
STMicroelectronics,Metal_Oxide,?,190
STMicroelectronics,Metal_Oxide,3.7125,150
STMicroelectronics,Metal_Oxide,7.1,150
NXP_Semiconductors,Metal_Oxide,0.71595,105
NXP_Semiconductors,Metal_Oxide,1.72,105
NXP_Semiconductors,Metal_Oxide,?,105
Rohm_Semiconductor,Metal_Oxide,1.722,?
Rohm_Semiconductor,Metal_Oxide,3.54,?
Rohm_Semiconductor,Metal_Oxide,?,?
Microchip_Technology,Metal_Oxide,1.09,2.2
Microchip_Technology,Metal_Oxide,1.73,2.2
Microchip_Technology,Metal_Oxide,?,2.2
Fairchild_Semiconductor,Metal_Oxide,1.73,48
NXP_Semiconductors,Metal_Oxide,0.80095,157
NXP_Semiconductors,Metal_Oxide,1.74,157
NXP_Semiconductors,Metal_Oxide,?,157
Fairchild_Semiconductor,Metal_Oxide,1.74,42
NXP_Semiconductors,Metal_Oxide,1.75,210
Panasonic_Electronic_Components,Metal_Oxide,0.67942,2.5
Panasonic_Electronic_Components,Metal_Oxide,1.75,2.5
Panasonic_Electronic_Components,Metal_Oxide,?,2.5
NXP_Semiconductors,Metal_Oxide,1.75,211
Vishay_Siliconix,Metal_Oxide,1.75,3.7
Vishay_Siliconix,Metal_Oxide,0.686,6.3
Vishay_Siliconix,Metal_Oxide,1.77,6.3
Vishay_Siliconix,Metal_Oxide,?,6.3
Fairchild_Semiconductor,Metal_Oxide,1.77,220
Vishay_Siliconix,Metal_Oxide,1.78,2.5
Vishay_Siliconix,Metal_Oxide,1.78,27
Infineon_Technologies,Metal_Oxide,1.8046,176
Infineon_Technologies,Metal_Oxide,3.71,176
Infineon_Technologies,Metal_Oxide,?,176
NXP_Semiconductors,Metal_Oxide,1.80645,333
NXP_Semiconductors,Metal_Oxide,3.47,333
NXP_Semiconductors,Metal_Oxide,?,333
International_Rectifier,Metal_Oxide,1.81,140
NXP_Semiconductors,Metal_Oxide,1.81,211
Infineon_Technologies,Metal_Oxide,1.81986,250
Infineon_Technologies,Metal_Oxide,3.74,250
Infineon_Technologies,Metal_Oxide,?,250
Vishay_Siliconix,Metal_Oxide,1.82,3.7
STMicroelectronics,Metal_Oxide,1.83,30
NXP_Semiconductors,Metal_Oxide,1.84,203
STMicroelectronics,Metal_Oxide,1.84,310
STMicroelectronics,Metal_Oxide,3.68,310
STMicroelectronics,Metal_Oxide,?,310
STMicroelectronics,Metal_Oxide,1.85,300
NXP_Semiconductors,Metal_Oxide,1.86,230
Vishay_Siliconix,Metal_Oxide,1.86,125
STMicroelectronics,Metal_Oxide,1.86,200
STMicroelectronics,Metal_Oxide,3.72,200
STMicroelectronics,Metal_Oxide,?,200
STMicroelectronics,Metal_Oxide,1.87,150
Texas_Instruments,Metal_Oxide,0.78975,3.1
Texas_Instruments,Metal_Oxide,1.87,3.1
Texas_Instruments,Metal_Oxide,?,3.1
Fairchild_Semiconductor,Metal_Oxide,1.87,42
Fairchild_Semiconductor,Metal_Oxide,1.92,200
Fairchild_Semiconductor,Metal_Oxide,1.92,59
Fairchild_Semiconductor,Metal_Oxide,1.92,150
Infineon_Technologies,Metal_Oxide,1.94,83
Vishay_Siliconix,Metal_Oxide,1.94,2.5
NXP_Semiconductors,Metal_Oxide,1.95,300
Vishay_Siliconix,Metal_Oxide,1.95,50
Fairchild_Semiconductor,Metal_Oxide,1.96,55
NXP_Semiconductors,Metal_Oxide,1.97,150
NXP_Semiconductors,Metal_Oxide,1.97,150
Fairchild_Semiconductor,Metal_Oxide,0.837,2.5
Fairchild_Semiconductor,Metal_Oxide,1.98,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Rohm_Semiconductor,Metal_Oxide,1.99,40
Vishay_Siliconix,Metal_Oxide,2.01,78
Vishay_Siliconix,Metal_Oxide,2.01,3.7
Fairchild_Semiconductor,Metal_Oxide,0.8505,2.5
Fairchild_Semiconductor,Metal_Oxide,2.01,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
STMicroelectronics,Metal_Oxide,0.9425,120
STMicroelectronics,Metal_Oxide,2.01,120
STMicroelectronics,Metal_Oxide,?,120
Fairchild_Semiconductor,Metal_Oxide,2.01,160
Alpha___Omega_Semiconductor_Inc,Metal_Oxide,2.02,2.1
International_Rectifier,Metal_Oxide,0.74571,2.2
International_Rectifier,Metal_Oxide,2.03,2.2
International_Rectifier,Metal_Oxide,?,2.2
NXP_Semiconductors,Metal_Oxide,1.0123,204
NXP_Semiconductors,Metal_Oxide,2.04,204
NXP_Semiconductors,Metal_Oxide,?,204
STMicroelectronics,Metal_Oxide,1.09375,135
STMicroelectronics,Metal_Oxide,2.04,135
STMicroelectronics,Metal_Oxide,?,135
Infineon_Technologies,Metal_Oxide,2.04,150
NXP_Semiconductors,Metal_Oxide,2.05,269
NXP_Semiconductors,Metal_Oxide,2.05,204
Fairchild_Semiconductor,Metal_Oxide,1.01579,125
Fairchild_Semiconductor,Metal_Oxide,2.05,125
Fairchild_Semiconductor,Metal_Oxide,?,125
Texas_Instruments,Metal_Oxide,2.06,3.2
Texas_Instruments,Metal_Oxide,3.12,3.2
Texas_Instruments,Metal_Oxide,?,3.2
Fairchild_Semiconductor,Metal_Oxide,0.8775,2.5
Fairchild_Semiconductor,Metal_Oxide,2.07,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Vishay_Siliconix,Metal_Oxide,0.8775,104
Vishay_Siliconix,Metal_Oxide,2.07,104
Vishay_Siliconix,Metal_Oxide,?,104
International_Rectifier,Metal_Oxide,2.08,80
Fairchild_Semiconductor,Metal_Oxide,2.08,210
Fairchild_Semiconductor,Metal_Oxide,2.0862,333
Fairchild_Semiconductor,Metal_Oxide,4.01,333
Fairchild_Semiconductor,Metal_Oxide,?,333
STMicroelectronics,Metal_Oxide,2.09,90
Vishay_Siliconix,Metal_Oxide,2.11,3.1
STMicroelectronics,Metal_Oxide,2.11,150
Fairchild_Semiconductor,Metal_Oxide,0.9045,2.5
Fairchild_Semiconductor,Metal_Oxide,2.14,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Vishay_Siliconix,Metal_Oxide,2.16,35
Fairchild_Semiconductor,Metal_Oxide,0.9122,1.6
Fairchild_Semiconductor,Metal_Oxide,2.16,1.6
Fairchild_Semiconductor,Metal_Oxide,?,1.6
Vishay_Siliconix,Metal_Oxide,2.17,2
Fairchild_Semiconductor,Metal_Oxide,1.07678,200
Fairchild_Semiconductor,Metal_Oxide,2.17,200
Fairchild_Semiconductor,Metal_Oxide,?,200
STMicroelectronics,Metal_Oxide,2.18999,190
STMicroelectronics,Metal_Oxide,4.39,190
STMicroelectronics,Metal_Oxide,?,190
Vishay_Siliconix,Metal_Oxide,2.19,40
Infineon_Technologies,Metal_Oxide,2.2561,192
Infineon_Technologies,Metal_Oxide,4.64,192
Infineon_Technologies,Metal_Oxide,?,192
Vishay_Siliconix,Metal_Oxide,2.26,1
Rohm_Semiconductor,Metal_Oxide,1.0295,50
Rohm_Semiconductor,Metal_Oxide,2.26,50
Rohm_Semiconductor,Metal_Oxide,?,50
Vishay_Siliconix,Metal_Oxide,2.26,3.1
Vishay_Siliconix,Metal_Oxide,2.29,74
International_Rectifier,Metal_Oxide,0.918,100
International_Rectifier,Metal_Oxide,2.3,100
International_Rectifier,Metal_Oxide,?,100
Vishay_Siliconix,Metal_Oxide,2.35,74
Infineon_Technologies,Metal_Oxide,2.35858,192
Infineon_Technologies,Metal_Oxide,4.85,192
Infineon_Technologies,Metal_Oxide,?,192
Infineon_Technologies,Metal_Oxide,2.35886,300
Infineon_Technologies,Metal_Oxide,4.85,300
Infineon_Technologies,Metal_Oxide,?,300
Vishay_Siliconix,Metal_Oxide,2.3985,3.1
Vishay_Siliconix,Metal_Oxide,4.61,3.1
Vishay_Siliconix,Metal_Oxide,?,3.1
STMicroelectronics,Metal_Oxide,2.42,330
STMicroelectronics,Metal_Oxide,4.99,330
STMicroelectronics,Metal_Oxide,?,330
Infineon_Technologies,Metal_Oxide,2.43068,300
Infineon_Technologies,Metal_Oxide,5,300
Infineon_Technologies,Metal_Oxide,?,300
International_Rectifier,Metal_Oxide,2.44,200
Vishay_Siliconix,Metal_Oxide,2.45,40
Fairchild_Semiconductor,Metal_Oxide,2.48,52
Rohm_Semiconductor,Metal_Oxide,2.48,35
STMicroelectronics,Metal_Oxide,2.49,125
Texas_Instruments,Metal_Oxide,2.51,188
STMicroelectronics,Metal_Oxide,2.52,25
Vishay_Siliconix,Metal_Oxide,2.52,50
Vishay_Siliconix,Metal_Oxide,1.08,6.25
Vishay_Siliconix,Metal_Oxide,2.55,6.25
Vishay_Siliconix,Metal_Oxide,?,6.25
International_Rectifier,Metal_Oxide,2.59,92
STMicroelectronics,Metal_Oxide,2.59,300
Vishay_Siliconix,Metal_Oxide,2.6,60
STMicroelectronics,Metal_Oxide,2.61,150
NXP_Semiconductors,Metal_Oxide,2.64,250
Vishay_Siliconix,Metal_Oxide,2.64,3.1
STMicroelectronics,Metal_Oxide,2.64,125
NXP_Semiconductors,Metal_Oxide,2.68,338
NXP_Semiconductors,Metal_Oxide,2.68,221
Infineon_Technologies,Metal_Oxide,2.68,104
Vishay_Siliconix,Metal_Oxide,2.74,3.1
NXP_Semiconductors,Metal_Oxide,1.36228,221
NXP_Semiconductors,Metal_Oxide,2.75,221
NXP_Semiconductors,Metal_Oxide,?,221
Vishay_Siliconix,Metal_Oxide,2.77,30
NXP_Semiconductors,Metal_Oxide,2.78,300
Infineon_Technologies,Metal_Oxide,2.81,151
Infineon_Technologies,Metal_Oxide,2.81,34
STMicroelectronics,Metal_Oxide,2.82,190
Texas_Instruments,Metal_Oxide,2.82,179
Vishay_Siliconix,Metal_Oxide,2.85,223
NXP_Semiconductors,Metal_Oxide,2.86,300
Infineon_Technologies,Metal_Oxide,2.86,160
Infineon_Technologies,Metal_Oxide,2.86,33
Vishay_Siliconix,Metal_Oxide,2.86,167
STMicroelectronics,Metal_Oxide,2.87,300
Fairchild_Semiconductor,Metal_Oxide,2.87,300
Vishay_Siliconix,Metal_Oxide,2.88,170
Rohm_Semiconductor,Metal_Oxide,1.4,1.56
Rohm_Semiconductor,Metal_Oxide,2.88,1.56
Rohm_Semiconductor,Metal_Oxide,?,1.56
NXP_Semiconductors,Metal_Oxide,2.9,300
STMicroelectronics,Metal_Oxide,2.9,130
Vishay_Siliconix,Metal_Oxide,1.509,250
Vishay_Siliconix,Metal_Oxide,2.9,250
Vishay_Siliconix,Metal_Oxide,?,250
Infineon_Technologies,Metal_Oxide,2.91,127
NXP_Semiconductors,Metal_Oxide,2.92,306
Infineon_Technologies,Metal_Oxide,2.92,63
Fairchild_Semiconductor,Metal_Oxide,2.93,245
Infineon_Technologies,Metal_Oxide,2.93,34
NXP_Semiconductors,Metal_Oxide,2.97,60
Rohm_Semiconductor,Metal_Oxide,2.97,50
Fairchild_Semiconductor,Metal_Oxide,2.97,270
Infineon_Technologies,Metal_Oxide,2.98368,208
Infineon_Technologies,Metal_Oxide,6.14,208
Infineon_Technologies,Metal_Oxide,?,208
Fairchild_Semiconductor,Metal_Oxide,1.48536,110
Fairchild_Semiconductor,Metal_Oxide,3,110
Fairchild_Semiconductor,Metal_Oxide,?,110
Rohm_Semiconductor,Metal_Oxide,1.47,40
Rohm_Semiconductor,Metal_Oxide,3.02,40
Rohm_Semiconductor,Metal_Oxide,?,40
STMicroelectronics,Metal_Oxide,3.04,40
Infineon_Technologies,Metal_Oxide,1.29141,208.3
Infineon_Technologies,Metal_Oxide,3.05,208.3
Infineon_Technologies,Metal_Oxide,?,208.3
NXP_Semiconductors,Metal_Oxide,3.05,63.8
Rohm_Semiconductor,Metal_Oxide,1.392,40
Rohm_Semiconductor,Metal_Oxide,3.06,40
Rohm_Semiconductor,Metal_Oxide,?,40
NXP_Semiconductors,Metal_Oxide,1.5168,250
NXP_Semiconductors,Metal_Oxide,3.06,250
NXP_Semiconductors,Metal_Oxide,?,250
NXP_Semiconductors,Metal_Oxide,1.5168,250
NXP_Semiconductors,Metal_Oxide,3.06,250
NXP_Semiconductors,Metal_Oxide,?,250
STMicroelectronics,Metal_Oxide,3.07,310
Infineon_Technologies,Metal_Oxide,3.07,151
Infineon_Technologies,Metal_Oxide,3.07958,208
Infineon_Technologies,Metal_Oxide,6.34,208
Infineon_Technologies,Metal_Oxide,?,208
STMicroelectronics,Metal_Oxide,3.09,300
STMicroelectronics,Metal_Oxide,1.47,90
STMicroelectronics,Metal_Oxide,3.09,90
STMicroelectronics,Metal_Oxide,?,90
Infineon_Technologies,Metal_Oxide,3.09,96
Fairchild_Semiconductor,Metal_Oxide,3.09,388
Texas_Instruments,Metal_Oxide,2.04,3.1
Texas_Instruments,Metal_Oxide,3.09,3.1
Texas_Instruments,Metal_Oxide,?,3.1
NXP_Semiconductors,Metal_Oxide,3.12,338
Vishay_Siliconix,Metal_Oxide,3.14,180
Fairchild_Semiconductor,Metal_Oxide,3.14,30.5
Rohm_Semiconductor,Metal_Oxide,3.15,100
Rohm_Semiconductor,Metal_Oxide,6.48,100
Rohm_Semiconductor,Metal_Oxide,?,100
Vishay_Siliconix,Metal_Oxide,3.15,180
Vishay_Siliconix,Metal_Oxide,3.2,125
STMicroelectronics,Metal_Oxide,3.21,40
Fairchild_Semiconductor,Metal_Oxide,3.24,88.3
STMicroelectronics,Metal_Oxide,3.24001,140
STMicroelectronics,Metal_Oxide,6.47,140
STMicroelectronics,Metal_Oxide,?,140
International_Rectifier,Metal_Oxide,1.19595,2.8
International_Rectifier,Metal_Oxide,3.25,2.8
International_Rectifier,Metal_Oxide,?,2.8
Infineon_Technologies,Metal_Oxide,3.26,151
STMicroelectronics,Metal_Oxide,3.31,140
STMicroelectronics,Metal_Oxide,6.62,140
STMicroelectronics,Metal_Oxide,?,140
Infineon_Technologies,Metal_Oxide,3.32,104
STMicroelectronics,Metal_Oxide,1.58,4
STMicroelectronics,Metal_Oxide,3.33,4
STMicroelectronics,Metal_Oxide,?,4
STMicroelectronics,Metal_Oxide,1.58,52
STMicroelectronics,Metal_Oxide,3.33,52
STMicroelectronics,Metal_Oxide,?,52
Fairchild_Semiconductor,Metal_Oxide,3.33,214
STMicroelectronics,Metal_Oxide,3.37,150
STMicroelectronics,Metal_Oxide,6.25,150
STMicroelectronics,Metal_Oxide,?,150
Infineon_Technologies,Metal_Oxide,3.4,151
Fairchild_Semiconductor,Metal_Oxide,3.41,150
STMicroelectronics,Metal_Oxide,3.42,110
Vishay_Siliconix,Metal_Oxide,3.45,150
Rohm_Semiconductor,Metal_Oxide,1.68,1.35
Rohm_Semiconductor,Metal_Oxide,3.46,1.35
Rohm_Semiconductor,Metal_Oxide,?,1.35
Fairchild_Semiconductor,Metal_Oxide,3.47,280
International_Rectifier,Metal_Oxide,3.48,200
STMicroelectronics,Metal_Oxide,3.49,190
Vishay_Siliconix,Metal_Oxide,3.52,250
STMicroelectronics,Metal_Oxide,3.53,310
STMicroelectronics,Metal_Oxide,3.53,25
STMicroelectronics,Metal_Oxide,3.53,315
STMicroelectronics,Metal_Oxide,6.55,315
STMicroelectronics,Metal_Oxide,?,315
STMicroelectronics,Metal_Oxide,3.53,35
Vishay_Siliconix,Metal_Oxide,3.55,190
Rohm_Semiconductor,Metal_Oxide,1.736,50
Rohm_Semiconductor,Metal_Oxide,3.57,50
Rohm_Semiconductor,Metal_Oxide,?,50
Rohm_Semiconductor,Metal_Oxide,3.58,40
Fairchild_Semiconductor,Metal_Oxide,3.6,2.4
Fairchild_Semiconductor,Metal_Oxide,6.91,2.4
Fairchild_Semiconductor,Metal_Oxide,?,2.4
Fairchild_Semiconductor,Metal_Oxide,3.6,312.5
Fairchild_Semiconductor,Metal_Oxide,3.61,325
Infineon_Technologies,Metal_Oxide,3.61,34
Vishay_Siliconix,Metal_Oxide,3.62,190
Fairchild_Semiconductor,Metal_Oxide,3.63,417
Vishay_Siliconix,Metal_Oxide,3.64,35
Toshiba_Semiconductor_and_Storage,Metal_Oxide,3.64,255
Rohm_Semiconductor,Metal_Oxide,3.64,50
Infineon_Technologies,Metal_Oxide,3.65,139
STMicroelectronics,Metal_Oxide,3.68,25
Infineon_Technologies,Metal_Oxide,3.72,300
STMicroelectronics,Metal_Oxide,3.73001,160
STMicroelectronics,Metal_Oxide,4.54,160
STMicroelectronics,Metal_Oxide,?,160
Fairchild_Semiconductor,Metal_Oxide,3.74,125
International_Rectifier,Metal_Oxide,3.74,300
Infineon_Technologies,Metal_Oxide,3.78,214
STMicroelectronics,Metal_Oxide,3.78,160
Fairchild_Semiconductor,Metal_Oxide,3.82,32.1
Infineon_Technologies,Metal_Oxide,3.84,3
STMicroelectronics,Metal_Oxide,3.84999,315
STMicroelectronics,Metal_Oxide,7.14,315
STMicroelectronics,Metal_Oxide,?,315
STMicroelectronics,Metal_Oxide,3.89,312
Rohm_Semiconductor,Metal_Oxide,1.89,100
Rohm_Semiconductor,Metal_Oxide,3.89,100
Rohm_Semiconductor,Metal_Oxide,?,100
Infineon_Technologies,Metal_Oxide,1.925,?
Infineon_Technologies,Metal_Oxide,3.96,?
Infineon_Technologies,Metal_Oxide,?,?
STMicroelectronics,Metal_Oxide,3.97,160
Fairchild_Semiconductor,Metal_Oxide,3.98,260
Vishay_Siliconix,Metal_Oxide,4,278
Fairchild_Semiconductor,Metal_Oxide,4.07,300
Vishay_Siliconix,Metal_Oxide,4.09,150
International_Rectifier,Metal_Oxide,4.1,300
Fairchild_Semiconductor,Metal_Oxide,4.12,375
International_Rectifier,Metal_Oxide,4.13,300
Vishay_Siliconix,Metal_Oxide,4.14,227
ON_Semiconductor,Metal_Oxide,2.0118,3.2
ON_Semiconductor,Metal_Oxide,4.14,3.2
ON_Semiconductor,Metal_Oxide,?,3.2
Texas_Instruments,Metal_Oxide,4.16,300
Texas_Instruments,Metal_Oxide,4.16,300
Vishay_Siliconix,Metal_Oxide,4.2,60
International_Rectifier,Metal_Oxide,4.2,300
Infineon_Technologies,Metal_Oxide,4.21,208
Rohm_Semiconductor,Metal_Oxide,4.28,50
Infineon_Technologies,Metal_Oxide,4.34,40.5
International_Rectifier,Metal_Oxide,4.37,330
International_Rectifier,Metal_Oxide,4.38,3.8
STMicroelectronics,Metal_Oxide,4.42,3
STMicroelectronics,Metal_Oxide,8.77,3
STMicroelectronics,Metal_Oxide,?,3
Rohm_Semiconductor,Metal_Oxide,2.17,1.56
Rohm_Semiconductor,Metal_Oxide,4.46,1.56
Rohm_Semiconductor,Metal_Oxide,?,1.56
STMicroelectronics,Metal_Oxide,2.13,57
STMicroelectronics,Metal_Oxide,4.49,57
STMicroelectronics,Metal_Oxide,?,57
Fairchild_Semiconductor,Metal_Oxide,4.54,208
STMicroelectronics,Metal_Oxide,4.58001,2.8
STMicroelectronics,Metal_Oxide,8.8,2.8
STMicroelectronics,Metal_Oxide,?,2.8
Fairchild_Semiconductor,Metal_Oxide,4.59,306
Infineon_Technologies,Metal_Oxide,2.25988,3
Infineon_Technologies,Metal_Oxide,4.65,3
Infineon_Technologies,Metal_Oxide,?,3
International_Rectifier,Metal_Oxide,4.65,290
Fairchild_Semiconductor,Metal_Oxide,4.69,270
